label,message,cleaned_message,message_length,word_count,label_encoded
ham,I cannot make it tonight something came up at work sorry. Thanks.,make tonight something came work sorry thanks,65,12,0
ham,What time does the movie start tonight? Thanks.,time movie start tonight thanks,47,8,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
ham,I passed my driving test on the first attempt so happy right now! Thanks.,passed driving test first attempt happy right thanks,73,14,0
ham,Just downloaded that app you mentioned it is really brilliant thanks.,downloaded app mentioned really brilliant thanks,69,11,0
ham,Do not forget we have dinner at mum and dads on Sunday evening.,forget dinner mum dad sunday evening,63,13,0
ham,Can you send me that document we discussed earlier? Let me know.,send document discussed earlier let know,64,12,0
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Reply now!,free credit added account click activate bonus reply,89,16,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!,hot deal percent product week visit site order act fast,91,18,1
spam,You have been selected to receive RM2000. Contact us immediately to get your money. Act fast!,selected receive contact immediately get money act fast,93,16,1
ham,Shall we grab coffee this weekend and catch up properly? Let me know.,shall grab coffee weekend catch properly let know,69,13,0
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?,boleh tolong ambilkan adik dari sekolah petang tak,54,9,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Limited time!,important could entitled compensation accident reply claim limited time,105,17,1
ham,Thanks for your help earlier really appreciated it so much. Let me know.,thanks help earlier really appreciated much let know,72,13,0
ham,Can you let me know your dietary requirements for the dinner event? Cheers!,let know dietary requirement dinner event cheer,75,13,0
ham,Can you proofread my assignment before I submit it tonight? Cheers!,proofread assignment submit tonight cheer,67,11,0
ham,Do not forget we have dinner at mum and dads on Sunday evening.,forget dinner mum dad sunday evening,63,13,0
ham,Can you send me that document we discussed earlier?,send document discussed earlier,51,9,0
ham,The test results came back everything is normal thankfully so relieved. Let me know.,test result came back everything normal thankfully relieved let know,84,14,0
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Act fast!,winner specially selected receive cash ring asap act fast,97,18,1
ham,Just downloaded that app you mentioned it is really brilliant thanks.,downloaded app mentioned really brilliant thanks,69,11,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Call today!,luxury holiday worth call book free trip call today,91,18,1
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Limited time!,hmrc owes tax refund claim hmrcrefundcouk expires limited time,93,15,1
ham,Just finished my exam feeling pretty good about it! Let me know.,finished exam feeling pretty good let know,64,12,0
spam,Important tax refund notice you are owed money claim it now online. Limited time!,important tax refund notice owed money claim online limited time,81,14,1
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now.,win ultimate night worth text night right,68,13,1
ham,We are out of coffee can you grab some on your way home? Cheers!,coffee grab way home cheer,64,14,0
spam,Congratulations you passed our survey claim your Samsung S21 free today.,congratulation passed survey claim samsung free today,72,11,1
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!,congratulation selected free nokia call claim call today,93,16,1
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Act fast!,urgent mobile number awarded bonus caller prize call act fast,102,17,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
ham,Shall we grab coffee this weekend and catch up properly? Cheers!,shall grab coffee weekend catch properly cheer,64,11,0
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim.,congratulation selected free nokia call claim,81,14,1
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Call today!,last chance reply win claim voucher tonight call today,75,13,1
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.,boleh tolong ambilkan adik dari sekolah petang tak let know,67,12,0
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.,exclusive offer double minute reply deal claim special offer,75,12,1
ham,The test results came back everything is normal thankfully so relieved. Let me know.,test result came back everything normal thankfully relieved let know,84,14,0
ham,Mum says dinner is at 7 not 8 can you let the others know?,mum say dinner let others know,58,14,0
ham,Bila nak keluar lepak semua orang rindu kau lah. Let me know.,bila nak keluar lepak semua orang rindu kau lah let know,61,12,0
ham,Just checking you remember about the meeting appointment at 10am. Thanks.,checking remember meeting appointment thanks,73,11,0
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.,urgent mobile number awarded bonus caller prize call,92,15,1
spam,You are pre approved for a 5000 loan no credit check required apply now. Act fast!,pre approved loan credit check required apply act fast,82,16,1
ham,Dentist appointment is at 2 30 on Thursday do not forget. Let me know.,dentist appointment thursday forget let know,70,14,0
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Limited time!,last chance reply win claim voucher tonight limited time,77,13,1
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Call today!,win ultimate night worth text night right call today,80,15,1
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!,win lucky winner month claim prize act fast,81,15,1
ham,Do you have the notes from todays lecture on algorithms? Cheers!,note today lecture algorithm cheer,64,11,0
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!,win lucky winner month claim prize act fast,81,15,1
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.,semalam punya presentation tak nervous gila tengok kau let know,74,13,0
ham,The kids had a great time at the park today after school.,kid great time park today school,57,12,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now. Call today!,winner selected receive prize reward call claim call today,105,18,1
ham,Could you please water my plants while I am away this week?,could please water plant away week,59,12,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Let me know.,kau okay tak tadi nampak macam penat muka kau let know,62,13,0
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.,free entry weekly comp win cup final tkts text receive entry,90,20,1
ham,Can you send me that document we discussed earlier? Cheers!,send document discussed earlier cheer,59,10,0
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.,free ringtone waiting text mix receive,66,13,1
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Act fast!,tahniah anda telah memenangi hubungi kami sekarang untuk menuntut hadiah anda act fast,97,14,1
ham,Thanks for your help earlier really appreciated it so much.,thanks help earlier really appreciated much,59,10,0
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Act fast!,win ultimate night worth text night right act fast,78,15,1
ham,Thanks for your help earlier really appreciated it so much. Cheers!,thanks help earlier really appreciated much cheer,67,11,0
ham,I am running a bit late should be there by half past 7. Thanks.,running bit late half past thanks,63,14,0
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Limited time!,tahniah anda telah memenangi hubungi kami sekarang untuk menuntut hadiah anda limited time,101,14,1
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!,luxury holiday worth call book free trip reply,90,18,1
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.,broadband engineer coming tomorrow morning let know,80,14,0
spam,Click here to claim your free iPhone now limited offer expires tonight.,click claim free iphone limited offer expires tonight,71,12,1
ham,The repair shop called your laptop is ready for collection today.,repair shop called laptop ready collection today,65,11,0
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!,winner specially selected receive cash ring asap reply,98,18,1
ham,I cannot make it tonight something came up at work sorry. Cheers!,make tonight something came work sorry cheer,65,12,0
ham,Can you proofread my assignment before I submit it tonight?,proofread assignment submit tonight,59,10,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.,important could entitled compensation accident reply claim,91,15,1
ham,The weather is beautiful today fancy a walk along the park later? Cheers!,weather beautiful today fancy walk along park later cheer,73,13,0
spam,Alert your bank account is suspended call immediately to restore access today.,alert bank account suspended call immediately restore access today,78,12,1
ham,The train is delayed by 15 minutes meet you at the coffee shop. Thanks.,train delayed minute meet coffee shop thanks,71,14,0
ham,Just booked the flights departure is Friday at 9am from KLIA.,booked flight departure friday klia,61,11,0
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Thanks.,boleh tolong ambilkan adik dari sekolah petang tak thanks,62,10,0
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Limited time!,secret admirer alert someone fancy call find limited time,88,14,1
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!,anda menang percuma hubungi untuk menuntut hadiah anda sekarang act fast,92,13,1
spam,Congratulations you passed our survey claim your Samsung S21 free today.,congratulation passed survey claim samsung free today,72,11,1
ham,Can you recommend a good plumber my sink is broken and leaking.,recommend good plumber sink broken leaking,63,12,0
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.,broadband engineer coming tomorrow morning let know,80,14,0
ham,I cannot make it tonight something came up at work sorry. Let me know.,make tonight something came work sorry let know,70,14,0
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.,broadband engineer coming tomorrow morning thanks,75,12,0
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.,broadband engineer coming tomorrow morning thanks,75,12,0
spam,Romance is just a text away meet local singles text MEET to 89600 now.,romance text away meet local single text meet,70,14,1
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Limited time!,urgent mobile number awarded bonus caller prize call limited time,106,17,1
ham,Great news about your promotion really well deserved you worked hard. Thanks.,great news promotion really well deserved worked hard thanks,77,12,0
ham,Do you have the notes from todays lecture on algorithms? Thanks.,note today lecture algorithm thanks,64,11,0
ham,Thanks for your help earlier really appreciated it so much.,thanks help earlier really appreciated much,59,10,0
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!,alert bank account suspended call immediately restore access today act fast,88,14,1
ham,Just wanted to check you got home ok last night after the event. Let me know.,wanted check got home last night event let know,77,16,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.,kau okay tak tadi nampak macam penat muka kau thanks,57,11,0
ham,Just downloaded that app you mentioned it is really brilliant thanks. Let me know.,downloaded app mentioned really brilliant thanks let know,82,14,0
ham,I got the job starting Monday so excited about this opportunity! Cheers!,got job starting monday excited opportunity cheer,72,12,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Act fast!,luxury holiday worth call book free trip act fast,89,18,1
ham,Jom makan tengahari sama sama kat kedai biasa kita.,jom makan tengahari sama sama kat kedai biasa kita,51,9,0
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.,broadband engineer coming tomorrow morning let know,80,14,0
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?,boleh tolong ambilkan adik dari sekolah petang tak,54,9,0
spam,Debt problems we can help free advice text DEBT to 84434 immediately.,debt problem help free advice text debt immediately,69,12,1
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately.,lucky draw send number claim immediately,75,14,1
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Limited time!,congratulation cash prize reply yes claim reward today limited time,94,15,1
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!,winner specially selected receive cash ring asap reply,98,18,1
ham,Jom makan tengahari sama sama kat kedai biasa kita.,jom makan tengahari sama sama kat kedai biasa kita,51,9,0
ham,The forecast says rain all weekend so maybe stay in and study.,forecast say rain weekend maybe stay study,62,12,0
spam,Amazing offer get 50 percent off all products this week only order now. Call today!,amazing offer get percent product week order call today,83,15,1
spam,Earn money from home no experience needed. Text EARN to 80086 now.,earn money home experience needed text earn,66,12,1
ham,We are out of coffee can you grab some on your way home? Let me know.,coffee grab way home let know,69,16,0
ham,Great news about your promotion really well deserved you worked hard. Cheers!,great news promotion really well deserved worked hard cheer,77,12,0
ham,Do not forget we have dinner at mum and dads on Sunday evening. Let me know.,forget dinner mum dad sunday evening let know,76,16,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer.,awarded bonus verify account receive transfer,80,13,1
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!,cash prize claim call claim line limited time,94,18,1
spam,Important tax refund notice you are owed money claim it now online. Reply now!,important tax refund notice owed money claim online reply,78,14,1
spam,You have unused loyalty points worth 80 claim before they expire tonight. Reply now!,unused loyalty point worth claim expire tonight reply,84,14,1
ham,Just downloaded that app you mentioned it is really brilliant thanks. Let me know.,downloaded app mentioned really brilliant thanks let know,82,14,0
ham,Mum says dinner is at 7 not 8 can you let the others know? Cheers!,mum say dinner let others know cheer,66,15,0
ham,Nanti balik rumah singgah beli roti sekali boleh?,nanti balik rumah singgah beli roti sekali boleh,49,8,0
ham,I will be there in 20 minutes just leaving now. Let me know.,minute leaving let know,60,13,0
spam,Debt problems we can help free advice text DEBT to 84434 immediately.,debt problem help free advice text debt immediately,69,12,1
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Act fast!,congratulation cash prize reply yes claim reward today act fast,90,15,1
spam,Congratulations you passed our survey claim your Samsung S21 free today.,congratulation passed survey claim samsung free today,72,11,1
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Reply now!,free credit added account click activate bonus reply,89,16,1
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Call today!,important could entitled compensation accident reply claim call today,103,17,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Limited time!,dont miss call claim prize limited time,82,16,1
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.,hot deal percent product week visit site order,81,16,1
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.,cash prize awarded receive reply detail,80,15,1
spam,You have unused loyalty points worth 80 claim before they expire tonight. Act fast!,unused loyalty point worth claim expire tonight act fast,83,14,1
spam,You are pre approved for a 5000 loan no credit check required apply now.,pre approved loan credit check required apply,72,14,1
spam,Important tax refund notice you are owed money claim it now online. Act fast!,important tax refund notice owed money claim online act fast,77,14,1
spam,Earn money from home no experience needed. Text EARN to 80086 now. Act fast!,earn money home experience needed text earn act fast,76,14,1
ham,I cannot make it tonight something came up at work sorry. Let me know.,make tonight something came work sorry let know,70,14,0
ham,Great news about your promotion really well deserved you worked hard.,great news promotion really well deserved worked hard,69,11,0
ham,Happy birthday to your little one hope they have a wonderful day.,happy birthday little one hope wonderful day,65,12,0
ham,I passed my driving test on the first attempt so happy right now! Thanks.,passed driving test first attempt happy right thanks,73,14,0
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Call today!,awarded bonus verify account receive transfer call today,92,15,1
ham,Happy birthday to your little one hope they have a wonderful day. Let me know.,happy birthday little one hope wonderful day let know,78,15,0
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.,free gift worth pay shipping click link order,75,14,1
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.,forecast say rain weekend maybe stay study let know,75,15,0
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Cheers!,semalam punya presentation tak nervous gila tengok kau cheer,69,11,0
ham,The book you recommended was fantastic just finished it last night. Let me know.,book recommended fantastic finished last night let know,80,14,0
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!,anda menang percuma hubungi untuk menuntut hadiah anda sekarang act fast,92,13,1
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.,free credit added account click activate bonus,78,14,1
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today.,phone number quarterly draw call collect today,74,13,1
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.,kau okay tak tadi nampak macam penat muka kau thanks,57,11,0
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!,alert bank account suspended call immediately restore access today act fast,88,14,1
ham,The weather is beautiful today fancy a walk along the park later? Cheers!,weather beautiful today fancy walk along park later cheer,73,13,0
spam,Get cash fast no credit check apply now by texting LOAN to 89898.,get cash fast credit check apply texting loan,65,13,1
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!,claim reward limited time offer reply claim receive payment act fast,90,15,1
spam,Alert your bank account is suspended call immediately to restore access today.,alert bank account suspended call immediately restore access today,78,12,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
ham,Kau okay tak tadi nampak macam penat je muka kau. Cheers!,kau okay tak tadi nampak macam penat muka kau cheer,57,11,0
ham,I am in the library if you need me call do not text. Cheers!,library need call text cheer,60,14,0
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Reply now!,win lucky winner month claim prize reply,82,15,1
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now.,luxury holiday worth call book free trip,79,16,1
ham,Mum says dinner is at 7 not 8 can you let the others know? Thanks.,mum say dinner let others know thanks,66,15,0
ham,Can you check if the back door is locked before you leave please? Cheers!,check back door locked leave please cheer,73,14,0
ham,I am running a bit late should be there by half past 7.,running bit late half past,55,13,0
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Limited time!,phone number quarterly draw call collect today limited time,88,15,1
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.,recommend good plumber sink broken leaking thanks,71,13,0
ham,Just wanted to check you got home ok last night after the event. Cheers!,wanted check got home last night event cheer,72,14,0
spam,Your account needs verification click here immediately to avoid suspension. Limited time!,account need verification click immediately avoid suspension limited time,89,12,1
ham,Just finished my exam feeling pretty good about it! Cheers!,finished exam feeling pretty good cheer,59,10,0
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.,bring friend gathering saturday let know,71,16,0
ham,Is it ok if I bring a friend to the gathering on Saturday?,bring friend gathering saturday,58,13,0
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Limited time!,free entry weekly comp win cup final tkts text receive entry limited time,104,22,1
ham,Let me know when you land safely please text me.,let know land safely please text,48,10,0
ham,Could you please water my plants while I am away this week? Thanks.,could please water plant away week thanks,67,13,0
ham,Mum says dinner is at 7 not 8 can you let the others know? Cheers!,mum say dinner let others know cheer,66,15,0
ham,I am running a bit late should be there by half past 7. Cheers!,running bit late half past cheer,63,14,0
ham,What time does the movie start tonight? Let me know.,time movie start tonight let know,52,10,0
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Reply now!,claim reward limited time offer reply claim receive payment reply,91,15,1
spam,Congratulations you have been chosen to participate in our monthly prize draw.,congratulation chosen participate monthly prize draw,78,12,1
ham,I am in the library if you need me call do not text. Let me know.,library need call text let know,65,16,0
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.,semalam punya presentation tak nervous gila tengok kau let know,74,13,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
ham,The test results came back everything is normal thankfully so relieved. Let me know.,test result came back everything normal thankfully relieved let know,84,14,0
ham,Just finished my exam feeling pretty good about it!,finished exam feeling pretty good,51,9,0
ham,The train is delayed by 15 minutes meet you at the coffee shop.,train delayed minute meet coffee shop,63,13,0
ham,I cannot make it tonight something came up at work sorry. Cheers!,make tonight something came work sorry cheer,65,12,0
ham,Assignment kau dah siap ke belum kena hantar esok tau. Cheers!,assignment kau dah siap belum kena hantar esok tau cheer,62,11,0
ham,Is it ok if I bring a friend to the gathering on Saturday? Cheers!,bring friend gathering saturday cheer,66,14,0
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Limited time!,congratulation selected free nokia call claim limited time,95,16,1
ham,Happy birthday to your little one hope they have a wonderful day.,happy birthday little one hope wonderful day,65,12,0
ham,Can you send me that document we discussed earlier?,send document discussed earlier,51,9,0
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327. Reply now!,win cash prize prize worth claim call reply,87,17,1
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now. Act fast!,cash prize awarded receive reply detail act fast,90,17,1
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Limited time!,free credit added account click activate bonus limited time,92,16,1
ham,Just downloaded that app you mentioned it is really brilliant thanks.,downloaded app mentioned really brilliant thanks,69,11,0
ham,I will be there in 20 minutes just leaving now. Let me know.,minute leaving let know,60,13,0
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Reply now!,free entry weekly comp win cup final tkts text receive entry reply,101,22,1
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.,dont miss call claim prize,68,14,1
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Act fast!,luxury holiday worth call book free trip act fast,89,18,1
ham,The repair shop called your laptop is ready for collection today.,repair shop called laptop ready collection today,65,11,0
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!,parcel could delivered pay fee reschedule delivery click reply,93,16,1
ham,Can you recommend a good plumber my sink is broken and leaking.,recommend good plumber sink broken leaking,63,12,0
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
ham,I got the job starting Monday so excited about this opportunity! Cheers!,got job starting monday excited opportunity cheer,72,12,0
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Limited time!,luxury holiday worth call book free trip limited time,93,18,1
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.,free entry weekly comp win cup final tkts text receive entry,90,20,1
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!,cash prize claim call claim line limited time,94,18,1
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Act fast!,free entry weekly comp win cup final tkts text receive entry act fast,100,22,1
ham,Great news about your promotion really well deserved you worked hard.,great news promotion really well deserved worked hard,69,11,0
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.,important could entitled compensation accident reply claim,91,15,1
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.,broadband engineer coming tomorrow morning thanks,75,12,0
ham,The train is delayed by 15 minutes meet you at the coffee shop. Thanks.,train delayed minute meet coffee shop thanks,71,14,0
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.,bila nak keluar lepak semua orang rindu kau lah thanks,56,10,0
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Limited time!,phone number quarterly draw call collect today limited time,88,15,1
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now.,please call customer service representative freephone,79,12,1
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.,win cash prize prize worth claim call,76,15,1
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!,parcel could delivered pay fee reschedule delivery click reply,93,16,1
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!,congratulation selected free nokia call claim call today,93,16,1
ham,I will be there in 20 minutes just leaving now. Cheers!,minute leaving cheer,55,11,0
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.,free entry weekly comp win cup final tkts text receive entry,90,20,1
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.,free entry weekly comp win cup final tkts text receive entry,90,20,1
ham,Bila nak keluar lepak semua orang rindu kau lah.,bila nak keluar lepak semua orang rindu kau lah,48,9,0
ham,Tolong reminder aku pukul 3 petang ada meeting penting.,tolong reminder aku pukul petang ada meeting penting,55,9,0
ham,I am in the library if you need me call do not text. Thanks.,library need call text thanks,60,14,0
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Act fast!,dont miss call claim prize act fast,78,16,1
ham,We are out of coffee can you grab some on your way home?,coffee grab way home,56,13,0
ham,Nanti balik rumah singgah beli roti sekali boleh?,nanti balik rumah singgah beli roti sekali boleh,49,8,0
ham,I am in the library if you need me call do not text. Cheers!,library need call text cheer,60,14,0
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.,assignment kau dah siap belum kena hantar esok tau let know,67,13,0
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.,qualify free gift today claim midnight text yes,76,14,1
ham,Can you recommend a good plumber my sink is broken and leaking.,recommend good plumber sink broken leaking,63,12,0
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!,final notice owe money account call avoid action act fast,91,18,1
ham,The book you recommended was fantastic just finished it last night.,book recommended fantastic finished last night,67,11,0
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!,get cash fast credit check apply texting loan call today,77,15,1
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
ham,Assignment kau dah siap ke belum kena hantar esok tau. Cheers!,assignment kau dah siap belum kena hantar esok tau cheer,62,11,0
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.,congratulation cash prize reply yes claim reward today,80,13,1
ham,Can you send me that document we discussed earlier? Thanks.,send document discussed earlier thanks,59,10,0
ham,I am running a bit late should be there by half past 7. Cheers!,running bit late half past cheer,63,14,0
ham,Happy birthday to your little one hope they have a wonderful day.,happy birthday little one hope wonderful day,65,12,0
ham,Shall we grab coffee this weekend and catch up properly? Let me know.,shall grab coffee weekend catch properly let know,69,13,0
ham,The book you recommended was fantastic just finished it last night. Thanks.,book recommended fantastic finished last night thanks,75,12,0
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.,boleh tolong ambilkan adik dari sekolah petang tak let know,67,12,0
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.,winner selected receive prize reward call claim,93,16,1
ham,The book you recommended was fantastic just finished it last night.,book recommended fantastic finished last night,67,11,0
ham,Just downloaded that app you mentioned it is really brilliant thanks.,downloaded app mentioned really brilliant thanks,69,11,0
ham,Happy birthday to your little one hope they have a wonderful day. Cheers!,happy birthday little one hope wonderful day cheer,73,13,0
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Limited time!,secret admirer alert someone fancy call find limited time,88,14,1
ham,Sorry I forgot to reply earlier yes that works perfectly for me.,sorry forgot reply earlier yes work perfectly,64,12,0
ham,Can you recommend a good plumber my sink is broken and leaking. Cheers!,recommend good plumber sink broken leaking cheer,71,13,0
ham,I am in the library if you need me call do not text.,library need call text,52,13,0
spam,This is your final notice you owe money on your account call now to avoid action.,final notice owe money account call avoid action,81,16,1
spam,Important tax refund notice you are owed money claim it now online. Reply now!,important tax refund notice owed money claim online reply,78,14,1
ham,The repair shop called your laptop is ready for collection today. Thanks.,repair shop called laptop ready collection today thanks,73,12,0
ham,Do you have the notes from todays lecture on algorithms? Let me know.,note today lecture algorithm let know,69,13,0
spam,Congratulations you passed our survey claim your Samsung S21 free today. Limited time!,congratulation passed survey claim samsung free today limited time,86,13,1
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Act fast!,congratulation selected free nokia call claim act fast,91,16,1
ham,Can you check if the back door is locked before you leave please?,check back door locked leave please,65,13,0
ham,Are we still on for lunch tomorrow at the usual place?,still lunch tomorrow usual place,54,11,0
ham,The repair shop called your laptop is ready for collection today. Thanks.,repair shop called laptop ready collection today thanks,73,12,0
ham,Happy New Year hope this year brings you great things. Let me know.,happy new year hope year brings great thing let know,67,13,0
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Act fast!,last chance reply win claim voucher tonight act fast,73,13,1
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!,parcel could delivered pay fee reschedule delivery click reply,93,16,1
ham,The train is delayed by 15 minutes meet you at the coffee shop.,train delayed minute meet coffee shop,63,13,0
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.,exclusive offer double minute reply deal claim special offer,75,12,1
ham,I will be there in 20 minutes just leaving now.,minute leaving,47,10,0
